site,date,bike,ped
4003_NB,2022-04-27,56,290,346
4003_NB,2022-04-26,61,257,318
4003_NB,2022-04-25,76,276,352
4003_NB,2022-04-24,57,151,208
4003_NB,2022-04-23,58,181,239
4003_NB,2022-04-22,62,186,248
4003_NB,2022-04-21,61,243,304
4003_NB,2022-04-20,73,217,290
4003_NB,2022-04-19,36,202,238
4003_NB,2022-04-18,58,204,262
4003_NB,2022-04-17,26,118,144
4003_NB,2022-04-16,52,178,230
4003_NB,2022-04-15,96,217,313
4003_NB,2022-04-14,57,214,271
4003_NB,2022-04-13,90,300,390
4003_NB,2022-04-12,45,259,304
4003_NB,2022-04-11,52,275,327
4003_NB,2022-04-10,26,182,208
4003_NB,2022-04-09,18,152,170
4003_NB,2022-04-08,40,233,273
4003_NB,2022-04-07,68,250,318
4003_NB,2022-04-06,49,277,326
4003_NB,2022-04-05,62,303,365
4003_NB,2022-04-04,24,306,330
4003_NB,2022-04-03,36,149,185
4003_NB,2022-04-02,52,183,235
4003_NB,2022-04-01,34,267,301
4003_NB,2022-03-31,48,218,266
4003_NB,2022-03-30,34,282,316
4003_NB,2022-03-29,37,156,193
4003_NB,2022-03-28,13,201,214
4003_NB,2022-03-27,61,148,209
4003_NB,2022-03-26,86,166,252
4003_NB,2022-03-25,94,272,366
4003_NB,2022-03-24,22,179,201
4003_NB,2022-03-23,64,256,320
4003_NB,2022-03-22,73,219,292
4003_NB,2022-03-21,60,228,288
4003_NB,2022-03-20,58,177,235
4003_NB,2022-03-19,20,129,149
4003_NB,2022-03-18,99,295,394
4003_NB,2022-03-17,46,266,312
4003_NB,2022-03-16,68,290,358
4003_NB,2022-03-15,65,269,334
4003_NB,2022-03-14,54,252,306
4003_NB,2022-03-13,35,119,154
4003_NB,2022-03-12,13,103,116
4003_NB,2022-03-11,69,272,341
4003_NB,2022-03-10,33,219,252
4003_NB,2022-03-09,26,197,223
4003_NB,2022-03-08,43,200,243
4003_NB,2022-03-07,59,260,319
4003_NB,2022-03-06,25,172,197
4003_NB,2022-03-05,22,115,137
4003_NB,2022-03-04,33,147,180
4003_NB,2022-03-03,33,186,219
4003_NB,2022-03-02,43,230,273
4003_NB,2022-03-01,11,221,232
4003_NB,2022-02-28,24,170,194
4003_NB,2022-02-27,7,88,95
4003_NB,2022-02-26,14,109,123
4003_NB,2022-02-25,7,62,69
4003_NB,2022-02-24,40,145,185
4003_NB,2022-02-23,45,241,286
4003_NB,2022-02-22,34,157,191
4003_NB,2022-02-21,27,133,160
4003_NB,2022-02-20,19,92,111
4003_NB,2022-02-19,36,140,176
4003_NB,2022-02-18,34,196,230
4003_NB,2022-02-17,40,197,237
4003_NB,2022-02-16,30,182,212
4003_NB,2022-02-15,22,148,170
4003_NB,2022-02-14,16,140,156
4003_NB,2022-02-13,22,79,101
4003_NB,2022-02-12,46,177,223
4003_NB,2022-02-11,28,213,241
4003_NB,2022-02-10,24,180,204
4003_NB,2022-02-09,29,200,229
4003_NB,2022-02-08,28,170,198
4003_NB,2022-02-07,15,153,168
4003_NB,2022-02-06,7,85,92
4003_NB,2022-02-05,15,96,111
4003_NB,2022-02-04,6,70,76
4003_NB,2022-02-03,36,166,202
4003_NB,2022-02-02,16,190,206
4003_NB,2022-02-01,29,134,163
4003_NB,2022-01-31,8,110,118
4003_NB,2022-01-30,5,67,72
4003_NB,2022-01-29,14,34,48
4003_NB,2022-01-28,57,196,253
4003_NB,2022-01-27,13,157,170
4003_NB,2022-01-26,29,184,213
4003_NB,2022-01-25,22,169,191
4003_NB,2022-01-24,25,191,216
4003_NB,2022-01-23,17,112,129
4003_NB,2022-01-22,17,88,105
4003_NB,2022-01-21,20,141,161
4003_NB,2022-01-20,34,144,178
4003_NB,2022-01-19,22,186,208
4003_NB,2022-01-18,24,168,192
4003_NB,2022-01-17,20,88,108
4003_NB,2022-01-16,11,86,97
4003_NB,2022-01-15,5,55,60
4003_NB,2022-01-14,22,154,176
4003_NB,2022-01-13,18,164,182
4003_NB,2022-01-12,30,176,206
4003_NB,2022-01-11,9,93,102
4003_NB,2022-01-10,12,165,177
4003_NB,2022-01-09,11,95,106
4003_NB,2022-01-08,6,113,119
4003_NB,2022-01-07,9,105,114
4003_NB,2022-01-06,30,170,200
4003_NB,2022-01-05,18,151,169
4003_NB,2022-01-04,20,155,175
4003_NB,2022-01-03,33,179,212
4003_NB,2022-01-02,17,116,133
4003_NB,2022-01-01,12,74,86
4003_NB,2021-12-31,20,122,142
4003_NB,2021-12-30,27,118,145
4003_NB,2021-12-29,24,155,179
4003_NB,2021-12-28,20,163,183
4003_NB,2021-12-27,27,128,155
4003_NB,2021-12-26,12,95,107
4003_NB,2021-12-25,4,34,38
4003_NB,2021-12-24,35,116,151
4003_NB,2021-12-23,29,156,185
4003_NB,2021-12-22,23,184,207
4003_NB,2021-12-21,25,165,190
4003_NB,2021-12-20,31,199,230
4003_NB,2021-12-19,8,107,115
4003_NB,2021-12-18,54,112,166
4003_NB,2021-12-17,45,261,306
4003_NB,2021-12-16,33,182,215
4003_NB,2021-12-15,56,194,250
4003_NB,2021-12-14,47,211,258
4003_NB,2021-12-13,115,210,325
4003_NB,2021-12-12,48,138,186
4003_NB,2021-12-11,10,141,151
4003_NB,2021-12-10,86,181,267
4003_NB,2021-12-09,37,212,249
4003_NB,2021-12-08,174,212,386
4003_NB,2021-12-07,57,208,265
4003_NB,2021-12-06,30,206,236
4003_NB,2021-12-05,51,137,188
4003_NB,2021-12-04,43,129,172
4003_NB,2021-12-03,50,229,279
4003_NB,2021-12-02,29,195,224
4003_NB,2021-12-01,71,215,286
4003_NB,2021-11-30,33,198,231
4003_NB,2021-11-29,39,223,262
4003_NB,2021-11-28,26,123,149
4003_NB,2021-11-27,30,155,185
4003_NB,2021-11-26,28,126,154
4003_NB,2021-11-25,28,153,181
4003_NB,2021-11-24,26,249,275
4003_NB,2021-11-23,47,225,272
4003_NB,2021-11-22,56,248,304
4003_NB,2021-11-21,85,139,224
4003_NB,2021-11-20,32,166,198
4003_NB,2021-11-19,58,210,268
4003_NB,2021-11-18,65,256,321
4003_NB,2021-11-17,58,228,286
4003_NB,2021-11-16,52,210,262
4003_NB,2021-11-15,46,244,290
4003_NB,2021-11-14,48,152,200
4003_NB,2021-11-13,39,163,202
4003_NB,2021-11-12,37,132,169
4003_NB,2021-11-11,44,200,244
4003_NB,2021-11-10,65,259,324
4003_NB,2021-11-09,65,212,277
4003_NB,2021-11-08,81,274,355
4003_NB,2021-11-07,62,157,219
4003_NB,2021-11-06,42,181,223
4003_NB,2021-11-05,36,229,265
4003_NB,2021-11-04,65,213,278
4003_NB,2021-11-03,60,210,270
4003_NB,2021-11-02,50,185,235
4003_NB,2021-11-01,74,279,353
4003_NB,2021-10-31,79,182,261
4003_NB,2021-10-30,12,101,113
4003_NB,2021-10-29,61,246,307
4003_NB,2021-10-28,68,223,291
4003_NB,2021-10-27,16,185,201
4003_NB,2021-10-26,26,130,156
4003_NB,2021-10-25,26,163,189
4003_NB,2021-10-24,84,166,250
4003_NB,2021-10-23,69,241,310
4003_NB,2021-10-22,98,263,361
4003_NB,2021-10-21,98,267,365
4003_NB,2021-10-20,85,278,363
4003_NB,2021-10-19,87,296,383
4003_NB,2021-10-18,85,267,352
4003_NB,2021-10-17,83,196,279
4003_NB,2021-10-16,84,191,275
4003_NB,2021-10-15,87,278,365
4003_NB,2021-10-14,96,271,367
4003_NB,2021-10-13,70,294,364
4003_NB,2021-10-12,77,263,340
4003_NB,2021-10-11,84,172,256
4003_NB,2021-10-10,86,228,314
4003_NB,2021-10-09,76,170,246
4003_NB,2021-10-08,110,321,431
4003_NB,2021-10-07,86,283,369
4003_NB,2021-10-06,89,327,416
4003_NB,2021-10-05,65,252,317
4003_NB,2021-10-04,50,233,283
4003_NB,2021-10-03,61,143,204
4003_NB,2021-10-02,84,213,297
4003_NB,2021-10-01,97,304,401
4003_NB,2021-09-30,56,273,329
4003_NB,2021-09-29,85,323,408
4003_NB,2021-09-28,30,255,285
4003_NB,2021-09-27,94,294,388
4003_NB,2021-09-26,99,199,298
4003_NB,2021-09-25,74,246,320
4003_NB,2021-09-24,75,261,336
4003_NB,2021-09-23,110,245,355
4003_NB,2021-09-22,125,260,385
4003_NB,2021-09-21,70,230,300
4003_NB,2021-09-20,80,324,404
4003_NB,2021-09-19,106,220,326
4003_NB,2021-09-18,104,201,305
4003_NB,2021-09-17,97,311,408
4003_NB,2021-09-16,80,284,364
4003_NB,2021-09-15,79,264,343
4003_NB,2021-09-14,105,314,419
4003_NB,2021-09-13,76,301,377
4003_NB,2021-09-12,80,166,246
4003_NB,2021-09-11,90,242,332
4003_NB,2021-09-10,93,303,396
4003_NB,2021-09-09,61,243,304
4003_NB,2021-09-08,96,274,370
4003_NB,2021-09-07,104,271,375
4003_NB,2021-09-06,94,230,324
4003_NB,2021-09-05,68,178,246
4003_NB,2021-09-04,123,186,309
4003_NB,2021-09-03,111,195,306
4003_NB,2021-09-02,70,265,335
4003_NB,2021-09-01,52,227,279
4003_NB,2021-08-31,109,245,354
4003_NB,2021-08-30,115,201,316
4003_NB,2021-08-29,63,177,240
4003_NB,2021-08-28,86,186,272
4003_NB,2021-08-27,112,182,294
4003_NB,2021-08-26,90,162,252
4003_NB,2021-08-25,80,172,252
4003_NB,2021-08-24,95,174,269
4003_NB,2021-08-23,69,223,292
4003_NB,2021-08-22,21,85,106
4003_NB,2021-08-21,86,152,238
4003_NB,2021-08-20,69,186,255
4003_NB,2021-08-19,45,167,212
4003_NB,2021-08-18,102,194,296
4003_NB,2021-08-17,102,202,304
4003_NB,2021-08-16,102,203,305
4003_NB,2021-08-15,122,164,286
4003_NB,2021-08-14,80,163,243
4003_NB,2021-08-13,92,158,250
4003_NB,2021-08-12,72,141,213
4003_NB,2021-08-11,82,143,225
4003_NB,2021-08-10,91,192,283
4003_NB,2021-08-09,85,203,288
4003_NB,2021-08-08,73,184,257
4003_NB,2021-08-07,96,186,282
4003_NB,2021-08-06,103,177,280
4003_NB,2021-08-05,43,130,173
4003_NB,2021-08-04,81,193,274
4003_NB,2021-08-03,102,229,331
4003_NB,2021-08-02,107,211,318
4003_NB,2021-08-01,115,192,307
4003_NB,2021-07-31,90,180,270
4003_NB,2021-07-30,105,195,300
4003_NB,2021-07-29,51,176,227
4003_NB,2021-07-28,95,200,295
4003_NB,2021-07-27,79,155,234
4003_NB,2021-07-26,85,226,311
4003_NB,2021-07-25,49,142,191
4003_NB,2021-07-24,89,175,264
4003_NB,2021-07-23,126,205,331
4003_NB,2021-07-22,111,176,287
4003_NB,2021-07-21,113,238,351
4003_NB,2021-07-20,110,200,310
4003_NB,2021-07-19,69,194,263
4003_NB,2021-07-18,48,12,60
4003_NB,2021-07-17,57,144,201
4003_NB,2021-07-16,109,138,247
4003_NB,2021-07-15,124,147,271
4003_NB,2021-07-14,103,191,294
4003_NB,2021-07-13,93,176,269
4003_NB,2021-07-12,66,171,237
4003_NB,2021-07-11,97,163,260
4003_NB,2021-07-10,117,207,324
4003_NB,2021-07-09,61,137,198
4003_NB,2021-07-08,73,176,249
4003_NB,2021-07-07,114,175,289
4003_NB,2021-07-06,126,198,324
4003_NB,2021-07-05,100,205,305
4003_NB,2021-07-04,79,161,240
4003_NB,2021-07-03,24,131,155
4003_NB,2021-07-02,49,162,211
4003_NB,2021-07-01,69,191,260
4003_NB,2021-06-30,73,151,224
4003_NB,2021-06-29,87,114,201
4003_NB,2021-06-28,96,114,210
4003_NB,2021-06-27,95,130,225
4003_NB,2021-06-26,112,177,289
4003_NB,2021-06-25,91,181,272
4003_NB,2021-06-24,127,233,360
4003_NB,2021-06-23,135,244,379
4003_NB,2021-06-22,62,135,197
4003_NB,2021-06-21,118,231,349
4003_NB,2021-06-20,72,130,202
4003_NB,2021-06-19,97,214,311
4003_NB,2021-06-18,117,200,317
4003_NB,2021-06-17,77,157,234
4003_SB,2023-08-11,33,438,471
4003_SB,2023-08-10,28,394,422
4003_SB,2023-08-09,33,426,459
4003_SB,2023-08-08,13,325,338
4003_SB,2023-08-07,29,383,412
4003_SB,2023-08-06,31,398,429
4003_SB,2023-08-05,29,454,483
4003_SB,2023-08-04,27,468,495
4003_SB,2023-08-03,38,567,605
4003_SB,2023-08-02,43,467,510
4003_SB,2023-08-01,52,503,555
4003_SB,2023-07-31,51,460,511
4003_SB,2023-07-30,66,1326,1392
4003_SB,2023-07-29,24,634,658
4003_SB,2023-07-28,43,840,883
4003_SB,2023-07-27,15,368,383
4003_SB,2023-07-26,22,454,476
4003_SB,2023-07-25,20,344,364
4003_SB,2023-07-24,43,471,514
4003_SB,2023-07-23,27,323,350
4003_SB,2023-07-22,27,364,391
4003_SB,2023-07-21,19,346,365
4003_SB,2023-07-20,32,497,529
4003_SB,2023-07-19,33,515,548
4003_SB,2023-07-18,17,407,424
4003_SB,2023-07-17,44,488,532
4003_SB,2023-07-16,2,100,102
4003_SB,2023-07-15,25,293,318
4003_SB,2023-07-14,23,335,358
4003_SB,2023-07-13,36,497,533
4003_SB,2023-07-12,23,420,443
4003_SB,2023-07-11,36,493,529
4003_SB,2023-07-10,5,218,223
4003_SB,2023-07-09,14,303,317
4003_SB,2023-07-08,29,339,368
4003_SB,2023-07-07,39,409,448
4003_SB,2023-07-06,17,460,477
4003_SB,2023-07-05,30,508,538
4003_SB,2023-07-04,21,639,660
4003_SB,2023-07-03,26,412,438
4003_SB,2023-07-02,2,132,134
4003_SB,2023-07-01,27,355,382
4003_SB,2023-06-30,47,486,533
4003_SB,2023-06-29,31,542,573
4003_SB,2023-06-28,10,250,260
4003_SB,2023-06-27,33,466,499
4003_SB,2023-06-26,8,341,349
4003_SB,2023-06-25,19,278,297
4003_SB,2023-06-24,10,319,329
4003_SB,2023-06-23,32,528,560
4003_SB,2023-06-22,57,499,556
4003_SB,2023-06-21,50,745,795
4003_SB,2023-06-20,40,586,626
4003_SB,2023-06-19,53,436,489
4003_SB,2023-06-18,29,367,396
4003_SB,2023-06-17,3,160,163
4003_SB,2023-06-16,35,625,660
4003_SB,2023-06-15,34,675,709
4003_SB,2023-06-14,31,573,604
4003_SB,2023-06-13,18,658,676
4003_SB,2023-06-12,25,648,673
4003_SB,2023-06-11,31,385,416
4003_SB,2023-06-10,28,416,444
4003_SB,2023-06-09,22,569,591
4003_SB,2023-06-08,19,563,582
4003_SB,2023-06-07,37,641,678
4003_SB,2023-06-06,42,656,698
4003_SB,2023-06-05,17,533,550
4003_SB,2023-06-04,23,217,240
4003_SB,2023-06-03,10,311,321
4003_SB,2023-06-02,26,573,599
4003_SB,2023-06-01,45,658,703
4003_SB,2023-05-31,40,666,706
4003_SB,2023-05-30,43,714,757
4003_SB,2023-05-29,37,351,388
4003_SB,2023-05-28,27,367,394
4003_SB,2023-05-27,47,371,418
4003_SB,2023-05-26,48,672,720
4003_SB,2023-05-25,42,637,679
4003_SB,2023-05-24,36,570,606
4003_SB,2023-05-23,48,730,778
4003_SB,2023-05-22,37,701,738
4003_SB,2023-05-21,52,400,452
4003_SB,2023-05-20,11,172,183
4003_SB,2023-05-19,55,720,775
4003_SB,2023-05-18,43,665,708
4003_SB,2023-05-17,50,625,675
4003_SB,2023-05-16,34,674,708
4003_SB,2023-05-15,58,714,772
4003_SB,2023-05-14,59,367,426
4003_SB,2023-05-13,67,423,490
4003_SB,2023-05-12,58,703,761
4003_SB,2023-05-11,50,648,698
4003_SB,2023-05-10,68,701,769
4003_SB,2023-05-09,50,777,827
4003_SB,2023-05-08,36,760,796
4003_SB,2023-05-07,42,370,412
4003_SB,2023-05-06,52,452,504
4003_SB,2023-05-05,19,587,606
4003_SB,2023-05-04,28,603,631
4003_SB,2023-05-03,30,611,641
4003_SB,2023-05-02,18,391,409
4003_SB,2023-05-01,38,686,724
4003_SB,2023-04-30,3,95,98
4003_SB,2023-04-29,24,276,300
4003_SB,2023-04-28,36,707,743
4003_SB,2023-04-27,45,683,728
4003_SB,2023-04-26,40,688,728
4003_SB,2023-04-25,37,666,703
4003_SB,2023-04-24,42,725,767
4003_SB,2023-04-23,2,50,52
4003_SB,2023-04-22,33,311,344
4003_SB,2023-04-21,49,452,501
4003_SB,2023-04-20,66,517,583
4003_SB,2023-04-19,34,418,452
4003_SB,2023-04-18,33,434,467
4003_SB,2023-04-17,8,271,279
4003_SB,2023-04-16,15,289,304
4003_SB,2023-04-15,45,405,450
4003_SB,2023-04-14,48,726,774
4003_SB,2023-04-13,33,678,711
4003_SB,2023-04-12,44,677,721
4003_SB,2023-04-11,38,767,805
4003_SB,2023-04-10,34,765,799
4003_SB,2023-04-09,21,365,386
4003_SB,2023-04-08,45,432,477
4003_SB,2023-04-07,40,514,554
4003_SB,2023-04-06,50,669,719
4003_SB,2023-04-05,26,601,627
4003_SB,2023-04-04,49,624,673
4003_SB,2023-04-03,30,717,747
4003_SB,2023-04-02,15,345,360
4003_SB,2023-04-01,14,315,329
4003_SB,2023-03-31,26,596,622
4003_SB,2023-03-30,23,504,527
4003_SB,2023-03-29,30,617,647
4003_SB,2023-03-28,28,579,607
4003_SB,2023-03-27,34,663,697
4003_SB,2023-03-26,25,265,290
4003_SB,2023-03-25,12,216,228
4003_SB,2023-03-24,34,673,707
4003_SB,2023-03-23,27,636,663
4003_SB,2023-03-22,41,695,736
4003_SB,2023-03-21,37,706,743
4003_SB,2023-03-20,32,611,643
4003_SB,2023-03-19,16,260,276
4003_SB,2023-03-18,54,412,466
4003_SB,2023-03-17,22,669,691
4003_SB,2023-03-16,23,555,578
4003_SB,2023-03-15,13,386,399
4003_SB,2023-03-14,5,56,61
4003_SB,2023-03-13,14,523,537
4003_SB,2023-03-12,17,280,297
4003_SB,2023-03-11,24,264,288
4003_SB,2023-03-10,27,621,648
4003_SB,2023-03-09,26,637,663
4003_SB,2023-03-08,27,600,627
4003_SB,2023-03-07,23,486,509
4003_SB,2023-03-06,31,556,587
4003_SB,2023-03-05,10,285,295
4003_SB,2023-03-04,6,120,126
4003_SB,2023-03-03,15,672,687
4003_SB,2023-03-02,23,466,489
4003_SB,2023-03-01,9,617,626
4003_SB,2023-02-28,1,112,113
4003_SB,2023-02-27,18,469,487
4003_SB,2023-02-26,9,177,186
4003_SB,2023-02-25,7,144,151
4003_SB,2023-02-24,9,196,205
4003_SB,2023-02-23,4,118,122
4003_SB,2023-02-22,18,377,395
4003_SB,2023-02-21,8,221,229
4003_SB,2023-02-20,23,414,437
4003_SB,2023-02-19,17,312,329
4003_SB,2023-02-18,13,344,357
4003_SB,2023-02-17,7,487,494
4003_SB,2023-02-16,29,670,699
4003_SB,2023-02-15,49,611,660
4003_SB,2023-02-14,21,555,576
4003_SB,2023-02-13,13,617,630
4003_SB,2023-02-12,19,324,343
4003_SB,2023-02-11,11,306,317
4003_SB,2023-02-10,26,541,567
4003_SB,2023-02-09,14,574,588
4003_SB,2023-02-08,16,477,493
4003_SB,2023-02-07,16,579,595
4003_SB,2023-02-06,20,581,601
4003_SB,2023-02-05,13,222,235
4003_SB,2023-02-04,7,126,133
4003_SB,2023-02-03,6,210,216
4003_SB,2023-02-02,20,517,537
4003_SB,2023-02-01,12,521,533
4003_SB,2023-01-31,19,559,578
4003_SB,2023-01-30,15,615,630
4003_SB,2023-01-29,11,320,331
4003_SB,2023-01-28,24,298,322
4003_SB,2023-01-27,25,561,586
4003_SB,2023-01-26,7,545,552
4003_SB,2023-01-25,15,541,556
4003_SB,2023-01-24,8,459,467
4003_SB,2023-01-23,2,179,181
4003_SB,2023-01-22,9,204,213
4003_SB,2023-01-21,12,286,298
4003_SB,2023-01-20,10,198,208
4003_SB,2023-01-19,10,446,456
4003_SB,2023-01-18,19,540,559
4003_SB,2023-01-17,10,480,490
4003_SB,2023-01-16,11,234,245
4003_SB,2023-01-15,9,221,230
4003_SB,2023-01-14,8,260,268
4003_SB,2023-01-13,8,556,564
4003_SB,2023-01-12,9,333,342
4003_SB,2023-01-11,17,502,519
4003_SB,2023-01-10,13,505,518
4003_SB,2023-01-09,19,587,606
4003_SB,2023-01-08,15,228,243
4003_SB,2023-01-07,8,311,319
4003_SB,2023-01-06,11,283,294
4003_SB,2023-01-05,6,491,497
4003_SB,2023-01-04,16,570,586
4003_SB,2023-01-03,7,343,350
4003_SB,2023-01-02,17,310,327
4003_SB,2023-01-01,26,272,298
4003_SB,2022-12-31,10,198,208
4003_SB,2022-12-30,24,426,450
4003_SB,2022-12-29,20,294,314
4003_SB,2022-12-28,7,297,304
4003_SB,2022-12-27,9,256,265
4003_SB,2022-12-26,6,224,230
4003_SB,2022-12-25,5,144,149
4003_SB,2022-12-24,5,123,128
4003_SB,2022-12-23,2,197,199
4003_SB,2022-12-22,25,518,543
4003_SB,2022-12-21,15,528,543
4003_SB,2022-12-20,10,460,470
4003_SB,2022-12-19,15,597,612
4003_SB,2022-12-18,9,259,268
4003_SB,2022-12-17,8,312,320
4003_SB,2022-12-16,5,187,192
4003_SB,2022-12-15,5,454,459
4003_SB,2022-12-14,0,2,2
4003_SB,2022-12-13,16,464,480
4003_SB,2022-12-12,14,425,439
4003_SB,2022-12-11,9,188,197
4003_SB,2022-12-10,19,312,331
4003_SB,2022-12-09,17,499,516
4003_SB,2022-12-08,19,560,579
4003_SB,2022-12-07,3,363,366
4003_SB,2022-12-06,24,599,623
4003_SB,2022-12-05,29,655,684
4003_SB,2022-12-04,13,317,330
4003_SB,2022-12-03,5,224,229
4003_SB,2022-12-02,15,590,605
4003_SB,2022-12-01,20,600,620
4003_SB,2022-11-30,9,402,411
4003_SB,2022-11-29,22,664,686
4003_SB,2022-11-28,16,612,628
4003_SB,2022-11-27,16,240,256
4003_SB,2022-11-26,20,475,495
4003_SB,2022-11-25,19,331,350
4003_SB,2022-11-24,9,214,223
4003_SB,2022-11-23,28,601,629
4003_SB,2022-11-22,20,533,553
4003_SB,2022-11-21,14,481,495
4003_SB,2022-11-20,13,258,271
4003_SB,2022-11-19,15,298,313
4003_SB,2022-11-18,13,611,624
4003_SB,2022-11-17,20,608,628
4003_SB,2022-11-16,7,424,431
4003_SB,2022-11-15,16,627,643
4003_SB,2022-11-14,23,558,581
4003_SB,2022-11-13,6,232,238
4003_SB,2022-11-12,30,389,419
4003_SB,2022-11-11,12,335,347
4003_SB,2022-11-10,30,666,696
4003_SB,2022-11-09,23,643,666
4003_SB,2022-11-08,16,394,410
4003_SB,2022-11-07,27,657,684
4003_SB,2022-11-06,25,443,468
4003_SB,2022-11-05,18,509,527
4003_SB,2022-11-04,26,733,759
4003_SB,2022-11-03,34,666,700
4003_SB,2022-11-02,29,688,717
4003_SB,2022-11-01,13,651,664
4003_SB,2022-10-31,19,434,453
4003_SB,2022-10-30,39,396,435
4003_SB,2022-10-29,42,497,539
4003_SB,2022-10-28,59,753,812
4003_SB,2022-10-27,40,737,777
4003_SB,2022-10-26,23,708,731
4003_SB,2022-10-25,35,616,651
4003_SB,2022-10-24,29,548,577
4003_SB,2022-10-23,40,294,334
4003_SB,2022-10-22,80,465,545
4003_SB,2022-10-21,50,745,795
4003_SB,2022-10-20,64,690,754
4003_SB,2022-10-19,56,815,871
4003_SB,2022-10-18,46,714,760
4003_SB,2022-10-17,41,602,643
4003_SB,2022-10-16,64,443,507
4003_SB,2022-10-15,56,527,583
4003_SB,2022-10-14,24,638,662
4003_SB,2022-10-13,42,585,627
4003_SB,2022-10-12,63,783,846
4003_SB,2022-10-11,54,751,805
4003_SB,2022-10-10,60,377,437
4003_SB,2022-10-09,46,373,419
4003_SB,2022-10-08,41,473,514
4003_SB,2022-10-07,57,809,866
4003_SB,2022-10-06,52,791,843
4003_SB,2022-10-05,26,574,600
4003_SB,2022-10-04,47,730,777
4003_SB,2022-10-03,55,751,806
4003_SB,2022-10-02,33,347,380
4003_SB,2022-10-01,34,392,426
4003_SB,2022-09-30,57,799,856
4003_SB,2022-09-29,68,789,857
4003_SB,2022-09-28,62,810,872
4003_SB,2022-09-27,48,803,851
4003_SB,2022-09-26,57,693,750
4003_SB,2022-09-25,44,300,344
4003_SB,2022-09-24,61,407,468
4003_SB,2022-09-23,89,730,819
4003_SB,2022-09-22,21,541,562
4003_SB,2022-09-21,104,795,899
4003_SB,2022-09-20,59,818,877
4003_SB,2022-09-19,39,687,726
4003_SB,2022-09-18,2,15,17
4003_SB,2022-09-17,52,506,558
4003_SB,2022-09-16,106,799,905
4003_SB,2022-09-15,68,764,832
4003_SB,2022-09-14,89,798,887
4003_SB,2022-09-13,54,726,780
4003_SB,2022-09-12,75,813,888
4003_SB,2022-09-11,59,346,405
4003_SB,2022-09-10,50,417,467
4003_SB,2022-09-09,76,789,865
4003_SB,2022-09-08,77,785,862
4003_SB,2022-09-07,53,762,815
4003_SB,2022-09-06,24,266,290
4003_SB,2022-09-05,12,150,162
4003_SB,2022-09-04,40,371,411
4003_SB,2022-09-03,63,511,574
4003_SB,2022-09-02,73,511,584
4003_SB,2022-09-01,99,814,913
4003_SB,2022-08-31,69,722,791
4003_SB,2022-08-30,60,502,562
4003_SB,2022-08-29,75,445,520
4003_SB,2022-08-28,53,409,462
4003_SB,2022-08-27,68,478,546
4003_SB,2022-08-26,44,448,492
4003_SB,2022-08-25,55,447,502
4003_SB,2022-08-24,80,433,513
4003_SB,2022-08-23,47,405,452
4003_SB,2022-08-22,47,377,424
4003_SB,2022-08-21,53,354,407
4003_SB,2022-08-20,46,365,411
4003_SB,2022-08-19,55,431,486
4003_SB,2022-08-18,66,475,541
4003_SB,2022-08-17,61,480,541
4003_SB,2022-08-16,32,186,218
4003_SB,2022-08-15,83,475,558
4003_SB,2022-08-14,56,365,421
4003_SB,2022-08-13,57,456,513
4003_SB,2022-08-12,80,465,545
4003_SB,2022-08-11,83,480,563
4003_SB,2022-08-10,65,465,530
4003_SB,2022-08-09,46,400,446
4003_SB,2022-08-08,32,376,408
4003_SB,2022-08-07,43,340,383
4003_SB,2022-08-06,45,395,440
4003_SB,2022-08-05,41,434,475
4003_SB,2022-08-04,52,379,431
4003_SB,2022-08-03,61,500,561
4003_SB,2022-08-02,58,484,542
4003_SB,2022-08-01,56,482,538
4003_SB,2022-07-31,58,827,885
4003_SB,2022-07-30,119,1483,1602
4003_SB,2022-07-29,74,843,917
4003_SB,2022-07-28,52,449,501
4003_SB,2022-07-27,53,498,551
4003_SB,2022-07-26,73,440,513
4003_SB,2022-07-25,57,470,527
4003_SB,2022-07-24,42,270,312
4003_SB,2022-07-23,41,300,341
4003_SB,2022-07-22,58,434,492
4003_SB,2022-07-21,57,431,488
4003_SB,2022-07-20,69,420,489
4003_SB,2022-07-19,64,487,551
4003_SB,2022-07-18,42,394,436
4003_SB,2022-07-17,59,348,407
4003_SB,2022-07-16,54,434,488
4003_SB,2022-07-15,59,491,550
4003_SB,2022-07-14,56,531,587
4003_SB,2022-07-13,64,456,520
4003_SB,2022-07-12,62,483,545
4003_SB,2022-07-11,58,559,617
4003_SB,2022-07-10,34,343,377
4003_SB,2022-07-09,80,439,519
4003_SB,2022-07-08,59,547,606
4003_SB,2022-07-07,66,568,634
4003_SB,2022-07-06,76,562,638
4003_SB,2022-07-05,66,459,525
4003_SB,2022-07-04,56,331,387
4003_SB,2022-07-03,61,330,391
4003_SB,2022-07-02,58,486,544
4003_SB,2022-07-01,55,520,575
4003_SB,2022-06-30,93,587,680
4003_SB,2022-06-29,77,467,544
4003_SB,2022-06-28,92,536,628
4003_SB,2022-06-27,39,437,476
4003_SB,2022-06-26,40,329,369
4003_SB,2022-06-25,59,398,457
4003_SB,2022-06-24,87,446,533
4003_SB,2022-06-23,79,512,591
4003_SB,2022-06-22,75,490,565
4003_SB,2022-06-21,107,723,830
4003_SB,2022-06-20,74,488,562
4003_SB,2022-06-19,49,318,367
4003_SB,2022-06-18,70,437,507
4003_SB,2022-06-17,68,689,757
