site,date,bike,ped
4003_EB,2022-03-14,17,22,39
4003_EB,2022-03-13,6,16,22
4003_EB,2022-03-12,0,6,6
4003_EB,2022-03-11,31,33,64
4003_EB,2022-03-10,7,33,40
4003_EB,2022-03-09,6,17,23
4003_EB,2022-03-08,23,16,39
4003_EB,2022-03-07,17,15,32
4003_EB,2022-03-06,41,22,63
4003_EB,2022-03-05,13,18,31
4003_EB,2022-03-04,12,12,24
4003_EB,2022-03-03,9,12,21
4003_EB,2022-03-02,7,14,21
4003_EB,2022-03-01,5,18,23
4003_EB,2022-02-28,11,11,22
4003_EB,2022-02-27,10,4,14
4003_EB,2022-02-26,4,4,8
4003_EB,2022-02-25,13,2,15
4003_EB,2022-02-24,6,15,21
4003_EB,2022-02-23,49,34,83
4003_EB,2022-02-22,7,20,27
4003_EB,2022-02-21,8,22,30
4003_EB,2022-02-20,4,14,18
4003_EB,2022-02-19,9,12,21
4003_EB,2022-02-18,10,10,20
4003_EB,2022-02-17,13,31,44
4003_EB,2022-02-16,2,10,12
4003_EB,2022-02-15,4,12,16
4003_EB,2022-02-14,11,9,20
4003_EB,2022-02-13,6,9,15
4003_EB,2022-02-12,9,31,40
4003_EB,2022-02-11,11,16,27
4003_EB,2022-02-10,8,25,33
4003_EB,2022-02-09,6,21,27
4003_EB,2022-02-08,11,17,28
4003_EB,2022-02-07,6,12,18
4003_EB,2022-02-06,1,6,7
4003_EB,2022-02-05,3,8,11
4003_EB,2022-02-04,7,4,11
4003_EB,2022-02-03,18,12,30
4003_EB,2022-02-02,9,14,23
4003_EB,2022-02-01,9,6,15
4003_EB,2022-01-31,2,9,11
4003_EB,2022-01-30,1,10,11
4003_EB,2022-01-29,10,4,14
4003_EB,2022-01-28,9,25,34
4003_EB,2022-01-27,8,10,18
4003_EB,2022-01-26,8,12,20
4003_EB,2022-01-25,5,21,26
4003_EB,2022-01-24,9,34,43
4003_EB,2022-01-23,4,14,18
4003_EB,2022-01-22,4,17,21
4003_EB,2022-01-21,6,21,27
4003_EB,2022-01-20,8,13,21
4003_EB,2022-01-19,8,20,28
4003_EB,2022-01-18,5,17,22
4003_EB,2022-01-17,1,16,17
4003_EB,2022-01-16,2,13,15
4003_EB,2022-01-15,1,5,6
4003_EB,2022-01-14,5,18,23
4003_EB,2022-01-13,10,27,37
4003_EB,2022-01-12,15,21,36
4003_EB,2022-01-11,4,11,15
4003_EB,2022-01-10,3,14,17
4003_EB,2022-01-09,10,9,19
4003_EB,2022-01-08,6,12,18
4003_EB,2022-01-07,3,8,11
4003_EB,2022-01-06,3,25,28
4003_EB,2022-01-05,7,18,25
4003_EB,2022-01-04,5,26,31
4003_EB,2022-01-03,4,15,19
4003_EB,2022-01-02,3,7,10
4003_EB,2022-01-01,3,5,8
4003_EB,2021-12-31,6,16,22
4003_EB,2021-12-30,4,13,17
4003_EB,2021-12-29,10,22,32
4003_EB,2021-12-28,7,21,28
4003_EB,2021-12-27,14,17,31
4003_EB,2021-12-26,2,16,18
4003_EB,2021-12-25,1,5,6
4003_EB,2021-12-24,12,8,20
4003_EB,2021-12-23,4,13,17
4003_EB,2021-12-22,5,18,23
4003_EB,2021-12-21,4,18,22
4003_EB,2021-12-20,9,23,32
4003_EB,2021-12-19,5,20,25
4003_EB,2021-12-18,20,14,34
4003_EB,2021-12-17,16,20,36
4003_EB,2021-12-16,13,24,37
4003_EB,2021-12-15,9,17,26
4003_EB,2021-12-14,10,16,26
4003_EB,2021-12-13,39,22,61
4003_EB,2021-12-12,11,20,31
4003_EB,2021-12-11,3,31,34
4003_EB,2021-12-10,16,27,43
4003_EB,2021-12-09,19,12,31
4003_EB,2021-12-08,65,18,83
4003_EB,2021-12-07,20,19,39
4003_EB,2021-12-06,8,15,23
4003_EB,2021-12-05,26,28,54
4003_EB,2021-12-04,7,15,22
4003_EB,2021-12-03,19,24,43
4003_EB,2021-12-02,11,14,25
4003_EB,2021-12-01,35,26,61
4003_EB,2021-11-30,11,21,32
4003_EB,2021-11-29,10,28,38
4003_EB,2021-11-28,11,20,31
4003_EB,2021-11-27,10,14,24
4003_EB,2021-11-26,8,10,18
4003_EB,2021-11-25,16,19,35
4003_EB,2021-11-24,13,24,37
4003_EB,2021-11-23,14,22,36
4003_EB,2021-11-22,38,13,51
4003_EB,2021-11-21,33,27,60
4003_EB,2021-11-20,11,14,25
4003_EB,2021-11-19,20,26,46
4003_EB,2021-11-18,44,26,70
4003_EB,2021-11-17,12,18,30
4003_EB,2021-11-16,19,20,39
4003_EB,2021-11-15,14,36,50
4003_EB,2021-11-14,18,21,39
4003_EB,2021-11-13,25,16,41
4003_EB,2021-11-12,7,10,17
4003_EB,2021-11-11,17,18,35
4003_EB,2021-11-10,30,32,62
4003_EB,2021-11-09,43,23,66
4003_EB,2021-11-08,23,27,50
4003_EB,2021-11-07,38,10,48
4003_EB,2021-11-06,24,18,42
4003_EB,2021-11-05,14,29,43
4003_EB,2021-11-04,26,23,49
4003_EB,2021-11-03,20,28,48
4003_EB,2021-11-02,14,20,34
4003_EB,2021-11-01,30,41,71
4003_EB,2021-10-31,38,41,79
4003_EB,2021-10-30,4,7,11
4003_EB,2021-10-29,17,25,42
4003_EB,2021-10-28,26,31,57
4003_EB,2021-10-27,2,13,15
4003_EB,2021-10-26,8,10,18
4003_EB,2021-10-25,6,10,16
4003_EB,2021-10-24,54,27,81
4003_EB,2021-10-23,51,29,80
4003_EB,2021-10-22,34,21,55
4003_EB,2021-10-21,40,38,78
4003_EB,2021-10-20,49,38,87
4003_EB,2021-10-19,33,27,60
4003_EB,2021-10-18,42,36,78
4003_EB,2021-10-17,51,26,77
4003_EB,2021-10-16,41,34,75
4003_EB,2021-10-15,46,35,81
4003_EB,2021-10-14,61,28,89
4003_EB,2021-10-13,47,34,81
4003_EB,2021-10-12,56,35,91
4003_EB,2021-10-11,37,18,55
4003_EB,2021-10-10,49,35,84
4003_EB,2021-10-09,36,29,65
4003_EB,2021-10-08,55,37,92
4003_EB,2021-10-07,52,36,88
4003_EB,2021-10-06,54,31,85
4003_EB,2021-10-05,12,23,35
4003_EB,2021-10-04,14,17,31
4003_EB,2021-10-03,30,15,45
4003_EB,2021-10-02,35,21,56
4003_EB,2021-10-01,52,28,80
4003_EB,2021-09-30,22,40,62
4003_EB,2021-09-29,48,41,89
4003_EB,2021-09-28,10,21,31
4003_EB,2021-09-27,46,36,82
4003_EB,2021-09-26,78,15,93
4003_EB,2021-09-25,64,38,102
4003_EB,2021-09-24,24,17,41
4003_EB,2021-09-23,57,22,79
4003_EB,2021-09-22,57,23,80
4003_EB,2021-09-21,55,30,85
4003_EB,2021-09-20,31,36,67
4003_EB,2021-09-19,58,25,83
4003_EB,2021-09-18,56,21,77
4003_EB,2021-09-17,43,39,82
4003_EB,2021-09-16,40,31,71
4003_EB,2021-09-15,44,20,64
4003_EB,2021-09-14,48,39,87
4003_EB,2021-09-13,38,25,63
4003_EB,2021-09-12,69,29,98
4003_EB,2021-09-11,56,31,87
4003_EB,2021-09-10,54,40,94
4003_EB,2021-09-09,18,32,50
4003_EB,2021-09-08,54,26,80
4003_EB,2021-09-07,51,37,88
4003_EB,2021-09-06,66,31,97
4003_EB,2021-09-05,34,19,53
4003_EB,2021-09-04,69,46,115
4003_EB,2021-09-03,51,31,82
4003_EB,2021-09-02,44,31,75
4003_EB,2021-09-01,27,40,67
4003_EB,2021-08-31,89,45,134
4003_EB,2021-08-30,48,25,73
4003_EB,2021-08-29,37,25,62
4003_EB,2021-08-28,51,49,100
4003_EB,2021-08-27,48,17,65
4003_EB,2021-08-26,49,22,71
4003_EB,2021-08-25,49,29,78
4003_EB,2021-08-24,114,21,135
4003_EB,2021-08-23,23,31,54
4003_EB,2021-08-22,7,11,18
4003_EB,2021-08-21,68,19,87
4003_EB,2021-08-20,26,30,56
4003_EB,2021-08-19,19,23,42
4003_EB,2021-08-18,60,30,90
4003_EB,2021-08-17,91,19,110
4003_EB,2021-08-16,60,23,83
4003_EB,2021-08-15,89,23,112
4003_EB,2021-08-14,67,16,83
4003_EB,2021-08-13,50,15,65
4003_EB,2021-08-12,33,19,52
4003_EB,2021-08-11,54,18,72
4003_EB,2021-08-10,110,23,133
4003_EB,2021-08-09,34,47,81
4003_EB,2021-08-08,78,21,99
4003_EB,2021-08-07,59,33,92
4003_EB,2021-08-06,64,21,85
4003_EB,2021-08-05,9,16,25
4003_EB,2021-08-04,31,18,49
4003_EB,2021-08-03,105,16,121
4003_EB,2021-08-02,68,36,104
4003_EB,2021-08-01,47,23,70
4003_EB,2021-07-31,70,25,95
4003_EB,2021-07-30,73,33,106
4003_EB,2021-07-29,21,12,33
4003_EB,2021-07-28,45,16,61
4003_EB,2021-07-27,45,13,58
4003_EB,2021-07-26,51,28,79
4003_EB,2021-07-25,22,51,73
4003_EB,2021-07-24,81,33,114
4003_EB,2021-07-23,69,35,104
4003_EB,2021-07-22,52,12,64
4003_EB,2021-07-21,55,29,84
4003_EB,2021-07-20,108,29,137
4003_EB,2021-07-19,28,30,58
4003_EB,2021-07-18,19,0,19
4003_EB,2021-07-17,49,21,70
4003_EB,2021-07-16,57,22,79
4003_EB,2021-07-15,77,16,93
4003_EB,2021-07-14,48,29,77
4003_EB,2021-07-13,41,26,67
4003_EB,2021-07-12,28,34,62
4003_EB,2021-07-11,75,24,99
4003_EB,2021-07-10,72,41,113
4003_EB,2021-07-09,37,22,59
4003_EB,2021-07-08,27,16,43
4003_EB,2021-07-07,41,19,60
4003_EB,2021-07-06,117,33,150
4003_EB,2021-07-05,70,20,90
4003_EB,2021-07-04,23,28,51
4003_EB,2021-07-03,7,17,24
4003_EB,2021-07-02,15,11,26
4003_EB,2021-07-01,17,22,39
4003_EB,2021-06-30,42,27,69
4003_EB,2021-06-29,86,38,124
4003_EB,2021-06-28,42,71,113
4003_EB,2021-06-27,64,19,83
4003_EB,2021-06-26,59,34,93
4003_EB,2021-06-25,27,22,49
4003_EB,2021-06-24,80,37,117
4003_EB,2021-06-23,73,32,105
4003_EB,2021-06-22,33,21,54
4003_EB,2021-06-21,60,31,91
4003_EB,2021-06-20,67,23,90
4003_EB,2021-06-19,33,57,90
4003_EB,2021-06-18,52,36,88
4003_EB,2021-06-17,59,23,82
4003_NB,2023-08-11,19,156,175
4003_NB,2023-08-10,30,186,216
4003_NB,2023-08-09,26,197,223
4003_NB,2023-08-08,13,125,138
4003_NB,2023-08-07,18,148,166
4003_NB,2023-08-06,28,134,162
4003_NB,2023-08-05,25,173,198
4003_NB,2023-08-04,28,153,181
4003_NB,2023-08-03,30,179,209
4003_NB,2023-08-02,25,191,216
4003_NB,2023-08-01,43,228,271
4003_NB,2023-07-31,49,216,265
4003_NB,2023-07-30,27,460,487
4003_NB,2023-07-29,20,214,234
4003_NB,2023-07-28,21,221,242
4003_NB,2023-07-27,10,162,172
4003_NB,2023-07-26,23,185,208
4003_NB,2023-07-25,18,165,183
4003_NB,2023-07-24,25,213,238
4003_NB,2023-07-23,12,129,141
4003_NB,2023-07-22,19,185,204
4003_NB,2023-07-21,9,163,172
4003_NB,2023-07-20,25,207,232
4003_NB,2023-07-19,25,208,233
4003_NB,2023-07-18,6,186,192
4003_NB,2023-07-17,28,200,228
4003_NB,2023-07-16,0,56,56
4003_NB,2023-07-15,11,128,139
4003_NB,2023-07-14,17,155,172
4003_NB,2023-07-13,27,240,267
4003_NB,2023-07-12,19,198,217
4003_NB,2023-07-11,21,220,241
4003_NB,2023-07-10,2,91,93
4003_NB,2023-07-09,17,145,162
4003_NB,2023-07-08,22,153,175
4003_NB,2023-07-07,18,153,171
4003_NB,2023-07-06,13,170,183
4003_NB,2023-07-05,17,162,179
4003_NB,2023-07-04,13,186,199
4003_NB,2023-07-03,23,172,195
4003_NB,2023-07-02,0,70,70
4003_NB,2023-07-01,21,151,172
4003_NB,2023-06-30,21,200,221
4003_NB,2023-06-29,26,184,210
4003_NB,2023-06-28,4,150,154
4003_NB,2023-06-27,27,208,235
4003_NB,2023-06-26,9,152,161
4003_NB,2023-06-25,23,116,139
4003_NB,2023-06-24,5,131,136
4003_NB,2023-06-23,28,174,202
4003_NB,2023-06-22,38,220,258
4003_NB,2023-06-21,35,251,286
4003_NB,2023-06-20,23,228,251
4003_NB,2023-06-19,31,179,210
4003_NB,2023-06-18,36,176,212
4003_NB,2023-06-17,7,103,110
4003_NB,2023-06-16,28,184,212
4003_NB,2023-06-15,19,199,218
4003_NB,2023-06-14,15,213,228
4003_NB,2023-06-13,22,182,204
4003_NB,2023-06-12,19,217,236
4003_NB,2023-06-11,28,135,163
4003_NB,2023-06-10,22,156,178
4003_NB,2023-06-09,26,204,230
4003_NB,2023-06-08,17,225,242
4003_NB,2023-06-07,31,237,268
4003_NB,2023-06-06,38,235,273
4003_NB,2023-06-05,17,183,200
4003_NB,2023-06-04,12,94,106
4003_NB,2023-06-03,6,143,149
4003_NB,2023-06-02,12,177,189
4003_NB,2023-06-01,19,191,210
4003_NB,2023-05-31,40,212,252
4003_NB,2023-05-30,33,222,255
4003_NB,2023-05-29,34,136,170
4003_NB,2023-05-28,10,98,108
4003_NB,2023-05-27,50,141,191
4003_NB,2023-05-26,35,245,280
4003_NB,2023-05-25,28,236,264
4003_NB,2023-05-24,36,209,245
4003_NB,2023-05-23,35,296,331
4003_NB,2023-05-22,33,286,319
4003_NB,2023-05-21,57,150,207
4003_NB,2023-05-20,10,87,97
4003_NB,2023-05-19,34,228,262
4003_NB,2023-05-18,31,221,252
4003_NB,2023-05-17,34,226,260
4003_NB,2023-05-16,32,275,307
4003_NB,2023-05-15,50,255,305
4003_NB,2023-05-14,46,148,194
4003_NB,2023-05-13,46,167,213
4003_NB,2023-05-12,50,189,239
4003_NB,2023-05-11,54,192,246
4003_NB,2023-05-10,70,252,322
4003_NB,2023-05-09,31,261,292
4003_NB,2023-05-08,26,246,272
4003_NB,2023-05-07,26,149,175
4003_NB,2023-05-06,35,226,261
4003_NB,2023-05-05,33,189,222
4003_NB,2023-05-04,17,208,225
4003_NB,2023-05-03,30,219,249
4003_NB,2023-05-02,14,164,178
4003_NB,2023-05-01,47,251,298
4003_NB,2023-04-30,1,54,55
4003_NB,2023-04-29,21,133,154
4003_NB,2023-04-28,22,229,251
4003_NB,2023-04-27,37,196,233
4003_NB,2023-04-26,34,220,254
4003_NB,2023-04-25,23,194,217
4003_NB,2023-04-24,30,217,247
4003_NB,2023-04-23,2,51,53
4003_NB,2023-04-22,30,136,166
4003_NB,2023-04-21,34,158,192
4003_NB,2023-04-20,37,190,227
4003_NB,2023-04-19,24,159,183
4003_NB,2023-04-18,28,216,244
4003_NB,2023-04-17,9,113,122
4003_NB,2023-04-16,19,134,153
4003_NB,2023-04-15,39,173,212
4003_NB,2023-04-14,39,183,222
4003_NB,2023-04-13,34,196,230
4003_NB,2023-04-12,32,222,254
4003_NB,2023-04-11,19,255,274
4003_NB,2023-04-10,33,233,266
4003_NB,2023-04-09,17,168,185
4003_NB,2023-04-08,27,106,133
4003_NB,2023-04-07,22,154,176
4003_NB,2023-04-06,26,209,235
4003_NB,2023-04-05,20,202,222
4003_NB,2023-04-04,31,298,329
4003_NB,2023-04-03,40,221,261
4003_NB,2023-04-02,7,157,164
4003_NB,2023-04-01,6,108,114
4003_NB,2023-03-31,14,178,192
4003_NB,2023-03-30,14,193,207
4003_NB,2023-03-29,16,239,255
4003_NB,2023-03-28,6,207,213
4003_NB,2023-03-27,18,288,306
4003_NB,2023-03-26,17,109,126
4003_NB,2023-03-25,10,102,112
4003_NB,2023-03-24,27,194,221
4003_NB,2023-03-23,18,209,227
4003_NB,2023-03-22,43,237,280
4003_NB,2023-03-21,34,243,277
4003_NB,2023-03-20,13,203,216
4003_NB,2023-03-19,13,132,145
4003_NB,2023-03-18,62,187,249
4003_NB,2023-03-17,28,227,255
4003_NB,2023-03-16,18,217,235
4003_NB,2023-03-15,6,168,174
4003_NB,2023-03-14,4,39,43
4003_NB,2023-03-13,10,190,200
4003_NB,2023-03-12,14,132,146
4003_NB,2023-03-11,13,115,128
4003_NB,2023-03-10,16,210,226
4003_NB,2023-03-09,23,189,212
4003_NB,2023-03-08,14,209,223
4003_NB,2023-03-07,11,191,202
4003_NB,2023-03-06,18,201,219
4003_NB,2023-03-05,18,105,123
4003_NB,2023-03-04,4,57,61
4003_NB,2023-03-03,16,195,211
4003_NB,2023-03-02,13,179,192
4003_NB,2023-03-01,11,195,206
4003_NB,2023-02-28,1,68,69
4003_NB,2023-02-27,10,167,177
4003_NB,2023-02-26,8,63,71
4003_NB,2023-02-25,3,64,67
4003_NB,2023-02-24,7,102,109
4003_NB,2023-02-23,3,73,76
4003_NB,2023-02-22,19,207,226
4003_NB,2023-02-21,2,103,105
4003_NB,2023-02-20,14,145,159
4003_NB,2023-02-19,14,105,119
4003_NB,2023-02-18,5,145,150
4003_NB,2023-02-17,13,140,153
4003_NB,2023-02-16,32,206,238
4003_NB,2023-02-15,47,207,254
4003_NB,2023-02-14,9,220,229
4003_NB,2023-02-13,6,178,184
4003_NB,2023-02-12,25,130,155
4003_NB,2023-02-11,11,121,132
4003_NB,2023-02-10,11,183,194
4003_NB,2023-02-09,5,190,195
4003_NB,2023-02-08,7,207,214
4003_NB,2023-02-07,7,193,200
4003_NB,2023-02-06,7,188,195
4003_NB,2023-02-05,15,116,131
4003_NB,2023-02-04,3,37,40
4003_NB,2023-02-03,1,78,79
4003_NB,2023-02-02,5,178,183
4003_NB,2023-02-01,2,177,179
4003_NB,2023-01-31,4,185,189
4003_NB,2023-01-30,6,210,216
4003_NB,2023-01-29,7,96,103
4003_NB,2023-01-28,8,106,114
4003_NB,2023-01-27,11,172,183
4003_NB,2023-01-26,7,194,201
4003_NB,2023-01-25,17,162,179
4003_NB,2023-01-24,6,137,143
4003_NB,2023-01-23,3,87,90
4003_NB,2023-01-22,3,78,81
4003_NB,2023-01-21,12,107,119
4003_NB,2023-01-20,4,117,121
4003_NB,2023-01-19,11,139,150
4003_NB,2023-01-18,10,197,207
4003_NB,2023-01-17,2,167,169
4003_NB,2023-01-16,3,97,100
4003_NB,2023-01-15,8,99,107
4003_NB,2023-01-14,5,97,102
4003_NB,2023-01-13,7,175,182
4003_NB,2023-01-12,5,131,136
4003_NB,2023-01-11,5,196,201
4003_NB,2023-01-10,2,183,185
4003_NB,2023-01-09,8,162,170
4003_NB,2023-01-08,6,94,100
4003_NB,2023-01-07,3,85,88
4003_NB,2023-01-06,5,106,111
4003_NB,2023-01-05,0,138,138
4003_NB,2023-01-04,7,146,153
4003_NB,2023-01-03,2,130,132
4003_NB,2023-01-02,5,95,100
4003_NB,2023-01-01,18,87,105
4003_NB,2022-12-31,10,90,100
4003_NB,2022-12-30,22,148,170
4003_NB,2022-12-29,11,99,110
4003_NB,2022-12-28,10,104,114
4003_NB,2022-12-27,6,132,138
4003_NB,2022-12-26,15,80,95
4003_NB,2022-12-25,5,48,53
4003_NB,2022-12-24,5,57,62
4003_NB,2022-12-23,1,59,60
4003_NB,2022-12-22,10,147,157
4003_NB,2022-12-21,8,160,168
4003_NB,2022-12-20,5,155,160
4003_NB,2022-12-19,11,185,196
4003_NB,2022-12-18,6,105,111
4003_NB,2022-12-17,5,106,111
4003_NB,2022-12-16,3,69,72
4003_NB,2022-12-15,6,117,123
4003_NB,2022-12-14,0,0,0
4003_NB,2022-12-13,10,158,168
4003_NB,2022-12-12,4,157,161
4003_NB,2022-12-11,9,73,82
4003_NB,2022-12-10,15,136,151
4003_NB,2022-12-09,13,180,193
4003_NB,2022-12-08,10,194,204
4003_NB,2022-12-07,1,144,145
4003_NB,2022-12-06,22,190,212
4003_NB,2022-12-05,6,177,183
4003_NB,2022-12-04,8,112,120
4003_NB,2022-12-03,2,77,79
4003_NB,2022-12-02,13,172,185
4003_NB,2022-12-01,15,175,190
4003_NB,2022-11-30,9,132,141
4003_NB,2022-11-29,11,205,216
4003_NB,2022-11-28,8,233,241
4003_NB,2022-11-27,12,99,111
4003_NB,2022-11-26,7,162,169
4003_NB,2022-11-25,1,118,119
4003_NB,2022-11-24,6,89,95
4003_NB,2022-11-23,9,202,211
4003_NB,2022-11-22,12,224,236
4003_NB,2022-11-21,4,196,200
4003_NB,2022-11-20,4,111,115
4003_NB,2022-11-19,6,117,123
4003_NB,2022-11-18,10,194,204
4003_NB,2022-11-17,7,208,215
4003_NB,2022-11-16,5,158,163
4003_NB,2022-11-15,1,205,206
4003_NB,2022-11-14,18,205,223
4003_NB,2022-11-13,4,88,92
4003_NB,2022-11-12,26,125,151
4003_NB,2022-11-11,10,125,135
4003_NB,2022-11-10,25,247,272
4003_NB,2022-11-09,4,285,289
4003_NB,2022-11-08,4,191,195
4003_NB,2022-11-07,11,228,239
4003_NB,2022-11-06,18,168,186
4003_NB,2022-11-05,14,171,185
4003_NB,2022-11-04,17,215,232
4003_NB,2022-11-03,21,236,257
4003_NB,2022-11-02,14,265,279
4003_NB,2022-11-01,9,224,233
4003_NB,2022-10-31,10,106,116
4003_NB,2022-10-30,17,162,179
4003_NB,2022-10-29,36,196,232
4003_NB,2022-10-28,49,254,303
4003_NB,2022-10-27,43,285,328
4003_NB,2022-10-26,26,261,287
4003_NB,2022-10-25,45,247,292
4003_NB,2022-10-24,7,214,221
4003_NB,2022-10-23,36,116,152
4003_NB,2022-10-22,65,168,233
4003_NB,2022-10-21,37,263,300
4003_NB,2022-10-20,37,249,286
4003_NB,2022-10-19,34,317,351
4003_NB,2022-10-18,37,297,334
4003_NB,2022-10-17,29,218,247
4003_NB,2022-10-16,51,219,270
4003_NB,2022-10-15,40,159,199
4003_NB,2022-10-14,42,238,280
4003_NB,2022-10-13,44,248,292
4003_NB,2022-10-12,44,316,360
4003_NB,2022-10-11,68,294,362
4003_NB,2022-10-10,49,165,214
4003_NB,2022-10-09,25,168,193
4003_NB,2022-10-08,35,189,224
4003_NB,2022-10-07,53,315,368
4003_NB,2022-10-06,42,298,340
4003_NB,2022-10-05,16,253,269
4003_NB,2022-10-04,48,297,345
4003_NB,2022-10-03,45,332,377
4003_NB,2022-10-02,44,169,213
4003_NB,2022-10-01,25,173,198
4003_NB,2022-09-30,49,343,392
4003_NB,2022-09-29,45,336,381
4003_NB,2022-09-28,45,327,372
4003_NB,2022-09-27,60,258,318
4003_NB,2022-09-26,71,287,358
4003_NB,2022-09-25,27,145,172
4003_NB,2022-09-24,48,171,219
4003_NB,2022-09-23,70,305,375
4003_NB,2022-09-22,31,214,245
4003_NB,2022-09-21,92,302,394
4003_NB,2022-09-20,56,262,318
4003_NB,2022-09-19,39,268,307
4003_NB,2022-09-18,2,1,3
4003_NB,2022-09-17,46,220,266
4003_NB,2022-09-16,88,258,346
4003_NB,2022-09-15,102,286,388
4003_NB,2022-09-14,92,296,388
4003_NB,2022-09-13,49,297,346
4003_NB,2022-09-12,67,287,354
4003_NB,2022-09-11,58,150,208
4003_NB,2022-09-10,49,168,217
4003_NB,2022-09-09,65,288,353
4003_NB,2022-09-08,76,262,338
4003_NB,2022-09-07,49,336,385
4003_NB,2022-09-06,19,150,169
4003_NB,2022-09-05,9,89,98
4003_NB,2022-09-04,39,181,220
4003_NB,2022-09-03,43,189,232
4003_NB,2022-09-02,53,250,303
4003_NB,2022-09-01,74,254,328
4003_NB,2022-08-31,74,241,315
4003_NB,2022-08-30,44,186,230
4003_NB,2022-08-29,64,183,247
4003_NB,2022-08-28,69,153,222
4003_NB,2022-08-27,52,196,248
4003_NB,2022-08-26,34,177,211
4003_NB,2022-08-25,48,185,233
4003_NB,2022-08-24,71,155,226
4003_NB,2022-08-23,43,167,210
4003_NB,2022-08-22,40,188,228
4003_NB,2022-08-21,44,147,191
4003_NB,2022-08-20,39,150,189
4003_NB,2022-08-19,29,186,215
4003_NB,2022-08-18,67,232,299
4003_NB,2022-08-17,48,204,252
4003_NB,2022-08-16,13,121,134
4003_NB,2022-08-15,57,226,283
4003_NB,2022-08-14,46,169,215
4003_NB,2022-08-13,37,196,233
4003_NB,2022-08-12,49,206,255
4003_NB,2022-08-11,67,196,263
4003_NB,2022-08-10,65,207,272
4003_NB,2022-08-09,42,174,216
4003_NB,2022-08-08,23,151,174
4003_NB,2022-08-07,26,131,157
4003_NB,2022-08-06,35,150,185
4003_NB,2022-08-05,31,158,189
4003_NB,2022-08-04,34,152,186
4003_NB,2022-08-03,35,182,217
4003_NB,2022-08-02,46,166,212
4003_NB,2022-08-01,39,198,237
4003_NB,2022-07-31,57,325,382
4003_NB,2022-07-30,110,437,547
4003_NB,2022-07-29,75,302,377
4003_NB,2022-07-28,34,206,240
4003_NB,2022-07-27,44,228,272
4003_NB,2022-07-26,62,218,280
4003_NB,2022-07-25,53,212,265
4003_NB,2022-07-24,35,116,151
4003_NB,2022-07-23,32,122,154
4003_NB,2022-07-22,32,157,189
4003_NB,2022-07-21,25,215,240
4003_NB,2022-07-20,35,175,210
4003_NB,2022-07-19,58,200,258
4003_NB,2022-07-18,24,214,238
4003_NB,2022-07-17,36,163,199
4003_NB,2022-07-16,26,182,208
4003_NB,2022-07-15,56,196,252
4003_NB,2022-07-14,53,212,265
4003_NB,2022-07-13,65,220,285
4003_NB,2022-07-12,53,233,286
4003_NB,2022-07-11,45,227,272
4003_NB,2022-07-10,37,168,205
4003_NB,2022-07-09,68,173,241
4003_NB,2022-07-08,50,229,279
4003_NB,2022-07-07,65,270,335
4003_NB,2022-07-06,57,257,314
4003_NB,2022-07-05,50,259,309
4003_NB,2022-07-04,55,184,239
4003_NB,2022-07-03,54,120,174
4003_NB,2022-07-02,56,156,212
4003_NB,2022-07-01,55,225,280
4003_NB,2022-06-30,72,254,326
4003_NB,2022-06-29,57,216,273
4003_NB,2022-06-28,78,258,336
4003_NB,2022-06-27,37,202,239
4003_NB,2022-06-26,33,122,155
4003_NB,2022-06-25,45,152,197
4003_NB,2022-06-24,84,225,309
4003_NB,2022-06-23,39,234,273
4003_NB,2022-06-22,64,251,315
4003_NB,2022-06-21,87,333,420
4003_NB,2022-06-20,47,188,235
4003_NB,2022-06-19,35,198,233
4003_NB,2022-06-18,58,202,260
4003_NB,2022-06-17,43,262,305
4003_NB,2022-06-16,74,270,344
4003_NB,2022-06-15,79,304,383
4003_NB,2022-06-14,91,273,364
4003_NB,2022-06-13,72,248,320
4003_NB,2022-06-12,55,196,251
4003_NB,2022-06-11,44,185,229
4003_NB,2022-06-10,89,264,353
4003_NB,2022-06-09,39,224,263
4003_NB,2022-06-08,47,265,312
4003_NB,2022-06-07,84,277,361
4003_NB,2022-06-06,86,251,337
4003_NB,2022-06-05,44,153,197
4003_NB,2022-06-04,58,264,322
4003_NB,2022-06-03,51,275,326
4003_NB,2022-06-02,81,262,343
4003_NB,2022-06-01,53,244,297
4003_NB,2022-05-31,58,327,385
4003_NB,2022-05-30,48,147,195
4003_NB,2022-05-29,52,162,214
4003_NB,2022-05-28,26,157,183
4003_NB,2022-05-27,69,249,318
4003_NB,2022-05-26,48,254,302
4003_NB,2022-05-25,52,319,371
4003_NB,2022-05-24,79,391,470
4003_NB,2022-05-23,63,389,452
4003_NB,2022-05-16,3,11,14
4003_NB,2022-05-15,48,142,190
4003_NB,2022-05-14,51,166,217
4003_NB,2022-05-13,57,292,349
4003_NB,2022-05-12,82,295,377
4003_NB,2022-05-11,72,350,422
4003_NB,2022-05-10,48,301,349
4003_NB,2022-05-09,45,308,353
4003_NB,2022-05-08,41,150,191
4003_NB,2022-05-07,71,189,260
4003_NB,2022-05-06,60,248,308
4003_NB,2022-05-05,73,314,387
4003_NB,2022-05-04,21,236,257
4003_NB,2022-05-03,60,297,357
4003_NB,2022-05-02,88,244,332
4003_NB,2022-05-01,41,200,241
4003_NB,2022-04-30,51,198,249
4003_NB,2022-04-29,36,261,297
4003_NB,2022-04-28,44,246,290
